Startup Name,Industry,Funding Rounds,Investment Amount (USD),Valuation (USD),Number of Investors,Country,Year Founded,Growth Rate (%)
Startup_1718,Biotech,5,597168862.35,1777449816.3748658,29,Canada,2011,120.4
Startup_1719,AI,5,1449237741.89,5815484076.81631,42,UK,2017,116.36
Startup_1720,Blockchain,8,2769773733.33,12240964611.246029,14,France,2002,112.2
Startup_1721,SaaS,4,1648856977.08,5142082580.897384,48,USA,2020,62.99
Startup_1722,Fintech,8,1861308770.25,9062062075.138613,39,USA,2022,68.34
Startup_1723,SaaS,9,772992052.31,2980342800.4537606,42,Singapore,2003,126.98
Startup_1724,Biotech,1,2327988929.13,8237590025.376469,43,UK,2014,141.62
Startup_1725,Biotech,5,4253616901.71,19107220038.65215,38,USA,2000,122.95
Startup_1726,E-commerce,5,3712546173.94,10812821985.1331,30,India,2013,165.81
Startup_1727,EdTech,3,162456394.35,738584187.8088609,40,USA,2008,18.91
Startup_1728,HealthTech,5,711621704.19,2864475361.6126256,2,UK,2018,187.77
Startup_1729,EdTech,10,4923443878.96,9501548798.81648,7,France,2015,100.17
Startup_1730,E-commerce,6,3771146953.94,18461461345.642467,17,Australia,2017,75.77
Startup_1731,Blockchain,7,3770099128.98,7802390718.881637,44,France,2002,187.07
Startup_1732,Fintech,9,3591692268.98,15387387557.146177,5,Canada,2012,50.48
Startup_1733,AI,2,919417524.07,4176094407.0527835,23,India,2010,161.88
Startup_1734,Fintech,2,2237415738.97,7969532626.681214,23,Singapore,2011,93.42
Startup_1735,E-commerce,1,4008177125.46,8959020892.319359,1,Germany,2023,174.8
Startup_1736,Biotech,8,1835876501.71,4506025897.370829,30,Brazil,2014,131.64
Startup_1737,AI,9,4598505777.87,8956127860.525154,23,China,2020,188.03
Startup_1738,EdTech,10,1734629805.55,8414877007.8719225,47,India,2009,71.56
Startup_1739,HealthTech,8,1043114384.2,3221032506.1611047,29,China,2004,45.29
Startup_1740,Blockchain,9,4944072908.68,17765871421.95815,45,Germany,2011,188.58
Startup_1741,AI,10,3388805439.92,5827812844.920112,2,France,2007,74.51
Startup_1742,EdTech,8,1758757613.47,4640815983.746203,15,Australia,2000,13.98
Startup_1743,Biotech,10,366130222.32,1416700559.4612641,30,China,2012,54.18
Startup_1744,Fintech,2,1238483994.79,3050470589.585092,12,Australia,2018,179.42
Startup_1745,AI,5,914203047.24,1430483032.4114199,35,Canada,2021,12.68
Startup_1746,Blockchain,2,2000219742.74,3040259578.5946712,39,Germany,2002,151.33
Startup_1747,E-commerce,2,4742535766.24,10345298771.880047,38,France,2015,6.03
Startup_1748,Blockchain,10,3618590132.14,13893436943.778564,13,Canada,2018,162.64
Startup_1749,E-commerce,3,1912208944.82,4971005569.926331,20,Canada,2019,183.28
Startup_1750,Biotech,7,3473039329.87,11692432822.099997,7,USA,2001,80.63
Startup_1751,Biotech,8,2453184642.33,6466752912.747477,40,Singapore,2014,150.19
Startup_1752,Fintech,9,3437872412.54,6429188726.666541,1,Canada,2020,53.15
Startup_1753,Blockchain,8,3963142383.43,14721961552.541689,41,UK,2017,86.63
Startup_1754,HealthTech,6,3263529682.02,5143716677.74778,2,USA,2000,74.19
Startup_1755,SaaS,8,3273416553.21,6843311527.229544,37,France,2007,176.7
Startup_1756,Blockchain,2,3049291447.27,12222978849.22239,5,Canada,2001,136.48
Startup_1757,Fintech,7,3637636478.96,9800104867.394922,38,Brazil,2006,116.05
Startup_1758,Fintech,9,1105548952.42,4931946434.192918,48,USA,2009,132.15
Startup_1759,Biotech,5,4396719642.91,9571503146.780361,19,Brazil,2011,69.65
Startup_1760,Biotech,9,3733431706.72,14539408016.972672,3,India,2014,51.55
Startup_1761,Biotech,4,992388026.36,3954209220.4712224,36,Germany,2003,53.56
Startup_1762,EdTech,10,48560033.93,111704916.1597411,34,Singapore,2004,41.48
Startup_1763,Blockchain,2,2169636745.28,4854309502.122426,10,Singapore,2011,46.06
Startup_1764,EdTech,7,4345216289.12,13518291194.758974,12,Australia,2007,106.76
Startup_1765,E-commerce,3,4485997995.92,7860248842.01062,25,Singapore,2016,60.11
Startup_1766,SaaS,4,4576254218.19,20984539652.202374,8,France,2012,54.96
Startup_1767,EdTech,10,1092525700.05,4411536158.520741,23,India,2022,121.9
Startup_1768,AI,4,4556245450.63,19467234092.533184,25,UK,2006,90.78
Startup_1769,AI,7,1698903739.44,5291583103.132649,25,Germany,2018,158.93
Startup_1770,Biotech,1,1399928513.44,5494860219.398543,4,Canada,2019,35.14
Startup_1771,Biotech,6,2231969530.59,4564750257.004606,48,Brazil,2021,185.39
Startup_1772,HealthTech,2,1269641874.57,2379651621.081445,8,China,2002,146.23
Startup_1773,SaaS,8,3316593875.99,7984742268.804262,36,Germany,2010,188.21
Startup_1774,HealthTech,1,4244437756.46,9442139989.07171,40,India,2010,74.24
Startup_1775,AI,4,4416333814.59,13393796175.16354,44,Germany,2013,75.76
Startup_1776,HealthTech,1,2777454036.94,10484017836.85765,26,India,2011,151.21
Startup_1777,SaaS,1,1442671335.49,2645529538.436695,49,India,2006,11.35
Startup_1778,Blockchain,1,2393150525.8,6320331909.068484,47,Singapore,2014,49.18
Startup_1779,EdTech,1,611588327.49,1418336490.376139,47,UK,2021,125.89
Startup_1780,Blockchain,9,2932447802.11,7708103274.3319235,15,Brazil,2006,49.8
Startup_1781,EdTech,8,743829669.78,1743075033.768574,17,India,2009,97.25
Startup_1782,Blockchain,4,1734508442.67,5433998360.211644,30,Germany,2012,126.44
Startup_1783,Blockchain,10,1981334537.79,5024367472.297194,12,USA,2019,119.71
Startup_1784,SaaS,3,2836267290.81,10748297826.319729,9,Australia,2007,178.22
Startup_1785,EdTech,4,295148578.59,1375604641.60388,35,Germany,2010,183.96
Startup_1786,EdTech,7,2501553235.89,4728130928.133777,15,Brazil,2000,38.32
Startup_1787,Blockchain,1,990986504.23,3287638867.7536445,40,Brazil,2000,163.22
Startup_1788,Biotech,6,372458251.12,695231786.5434613,4,China,2003,20.69
Startup_1789,HealthTech,9,538347032.34,1737523909.1179094,43,Germany,2016,125.2
Startup_1790,Biotech,4,2935814025.72,4847919544.05553,19,USA,2010,22.8
Startup_1791,AI,2,4933705210.44,23314645170.16223,7,UK,2023,106.4
Startup_1792,Blockchain,4,3684867744.86,12503397883.624792,43,Canada,2016,102.7
Startup_1793,Fintech,5,3120559154.24,12048655852.712044,31,India,2014,142.78
Startup_1794,AI,6,1682280605.82,3869349512.456306,10,Singapore,2010,131.9
Startup_1795,SaaS,9,709451178.12,2067322953.0719626,2,Singapore,2007,17.21
Startup_1796,SaaS,2,1050010842.12,2974299098.7639546,1,UK,2000,36.53
Startup_1797,Blockchain,4,1973352933.85,8894446726.744719,22,UK,2020,34.22
Startup_1798,EdTech,7,2300404092.89,3644941239.8364563,2,Australia,2014,116.41
Startup_1799,EdTech,6,583867642.36,2130583642.3206136,35,Australia,2007,9.47
Startup_1800,Fintech,2,1174764211.1,3740531912.352237,23,Singapore,2006,141.9
Startup_1801,Blockchain,7,2232003716.73,9116656602.161613,16,Canada,2014,80.79
Startup_1802,SaaS,3,170018823.02,572578023.7014642,44,India,2020,175.06
Startup_1803,HealthTech,2,3437418456.03,5246037842.652504,20,Germany,2021,84.86
Startup_1804,AI,5,2469842242.46,11510063414.25483,5,France,2019,72.5
Startup_1805,Biotech,4,4342399278.78,7893166243.278286,16,UK,2020,135.24
Startup_1806,HealthTech,6,3806319737.7,7726245415.486404,4,Germany,2010,180.86
Startup_1807,Fintech,7,4976301542.23,23990229653.45989,3,Singapore,2023,169.13
Startup_1808,AI,2,4180417153.49,20441788414.08572,32,France,2009,95.07
Startup_1809,AI,9,2092085735.73,10430414038.936958,15,Singapore,2003,5.98
Startup_1810,EdTech,9,208927723.21,521626419.2596539,20,Canada,2002,125.57
Startup_1811,SaaS,7,1215512696.54,3838343820.352157,38,Canada,2010,63.42
Startup_1812,Fintech,8,2626314395.73,13126401530.521467,36,Canada,2006,89.43
Startup_1813,Fintech,1,3483485906.03,8887319583.290104,33,Canada,2008,10.56
Startup_1814,SaaS,6,4208338113.89,20002727059.479576,13,UK,2012,45.93
Startup_1815,Blockchain,10,4046890470.76,17163418273.6292,43,Germany,2001,33.07
Startup_1816,AI,2,1944856754.96,7680708013.032927,8,UK,2013,66.97
Startup_1817,E-commerce,7,4445699617.29,9964615516.166883,22,USA,2021,62.51
Startup_1818,Biotech,2,1339244495.15,2740174960.837616,43,Australia,2002,132.5
Startup_1819,Biotech,10,1516094351.89,7270817686.472593,48,Australia,2005,22.46
Startup_1820,Biotech,7,4568503654.07,15480193613.16258,31,Germany,2023,117.98
Startup_1821,Fintech,7,4525232372.12,8293579185.865703,48,USA,2005,172.54
Startup_1822,SaaS,5,1591339285.46,2947680639.604005,13,Germany,2015,188.21
Startup_1823,E-commerce,3,1817083378.14,4421325451.530217,31,India,2012,26.34
Startup_1824,EdTech,4,1127305954.17,5361016012.1591015,23,UK,2017,94.03
Startup_1825,EdTech,1,73926858.24,179217962.7672474,21,UK,2021,108.83
Startup_1826,Blockchain,6,4059127648.36,7345331175.9659395,38,Brazil,2021,154.03
Startup_1827,Fintech,6,398455416.86,805094558.2146884,24,Australia,2009,165.26
Startup_1828,EdTech,3,527410703.53,992172823.9534222,16,India,2012,105.87
Startup_1829,Biotech,9,2358196522.12,5207100848.9583235,9,India,2017,156.97
Startup_1830,E-commerce,4,3367395897.68,9741927841.068636,3,UK,2022,52.62
Startup_1831,AI,8,3189470067.18,8163776981.523526,31,USA,2015,134.2
Startup_1832,SaaS,1,1160043136.04,3791851924.996275,35,Germany,2012,25.58
Startup_1833,EdTech,7,1566789565.35,4260128244.136732,21,Germany,2020,31.54
Startup_1834,Fintech,7,4942953941.66,13138349812.219639,39,Germany,2010,32.73
Startup_1835,Blockchain,5,3172920626.69,12728488877.935072,46,USA,2015,130.58
Startup_1836,SaaS,4,2855501468.12,8621452274.96936,7,UK,2018,181.88
Startup_1837,Fintech,1,1633748553.85,4437117019.890871,47,India,2012,140.08
Startup_1838,Fintech,8,1796986697.7,7670279603.418303,33,Brazil,2001,142.76
Startup_1839,AI,5,1364024197.38,2984157973.901398,23,China,2005,31.37
Startup_1840,Fintech,6,146645451.1,306142972.58569795,2,Germany,2000,151.65
Startup_1841,Biotech,8,2455456207.19,6292300551.749199,40,France,2010,63.57
Startup_1842,AI,3,3401003465.19,5968174256.427187,43,Brazil,2008,54.64
Startup_1843,E-commerce,5,2572245693.45,6450903077.579535,40,Germany,2021,55.73
Startup_1844,AI,9,4568595259.87,9499133598.18205,47,UK,2014,5.65
Startup_1845,E-commerce,5,25506451.85,121681590.37764248,34,Singapore,2001,186.15
Startup_1846,HealthTech,9,2550251767.47,8523669385.554856,41,UK,2005,31.58
Startup_1847,E-commerce,9,1407439047.66,3279863474.094178,35,India,2011,166.94
Startup_1848,SaaS,4,1963679226.7,6540008374.8084345,49,Australia,2005,69.85
Startup_1849,EdTech,6,524382752.55,2563628166.536062,2,UK,2006,67.79
Startup_1850,E-commerce,2,1562729653.17,2686342404.268736,16,UK,2005,39.21
Startup_1851,Blockchain,5,1487635679.38,2707684391.1510844,29,Canada,2012,102.38
Startup_1852,AI,10,4199631015.67,20469672294.94207,37,China,2016,34.66
Startup_1853,Biotech,4,3791832249.52,15206331018.122482,30,Singapore,2006,24.51
Startup_1854,EdTech,2,2145445614.28,4565702995.518462,12,Australia,2015,26.82
Startup_1855,AI,4,2122261981.39,6156955972.35369,16,Canada,2001,113.38
Startup_1856,Fintech,8,1727505627.26,4855907986.513303,24,Singapore,2016,129.04
Startup_1857,Blockchain,1,1644877660.97,2489491853.9862,49,Canada,2016,110.45
Startup_1858,HealthTech,5,1526412906.41,7130360634.998502,17,Germany,2014,62.03
Startup_1859,SaaS,4,1514758164.95,6094787346.863483,49,France,2015,123.47
Startup_1860,SaaS,3,2566592455.17,7270694107.341384,15,Singapore,2016,182.46
Startup_1861,Biotech,4,3536373015.75,13695880674.866209,26,Canada,2015,146.3
Startup_1862,SaaS,7,3912158438.02,14891878274.894691,46,Brazil,2003,85.64
Startup_1863,Blockchain,2,4412897150.67,18308392790.75024,2,Singapore,2016,188.29
Startup_1864,Blockchain,6,2927917953.44,9005345705.630466,17,France,2008,78.57
Startup_1865,AI,8,361591792.04,1465723913.0290837,40,USA,2019,157.05
Startup_1866,Blockchain,5,4226762829.11,8683310068.182512,41,France,2017,8.44
Startup_1867,EdTech,2,2992867977.2,14051654741.216898,21,UK,2019,101.33
Startup_1868,SaaS,10,1851651701.96,8376191209.645522,2,China,2000,168.94
Startup_1869,EdTech,9,4283055681.98,7143213933.5647745,40,India,2001,79.95
Startup_1870,Biotech,2,4197335642.66,17433956826.520615,48,Germany,2010,110.87
Startup_1871,E-commerce,4,1795424211.18,3943550704.218301,3,China,2005,191.67
Startup_1872,SaaS,2,936227264.92,3965655899.215137,9,India,2020,93.23
Startup_1873,Fintech,4,2407282460.3,10938401178.429218,48,UK,2013,136.02
Startup_1874,E-commerce,7,4239195629.63,12805848096.833742,8,Australia,2001,24.35
Startup_1875,EdTech,3,4701081277.44,15876717697.62598,29,Brazil,2004,74.37
Startup_1876,Blockchain,1,6199022.92,26105845.111554336,10,India,2000,67.07
Startup_1877,HealthTech,4,4521158791.5,12799270725.623392,32,India,2002,148.36
Startup_1878,E-commerce,4,2291518041.7,4060524680.8858156,50,India,2014,112.01
Startup_1879,SaaS,7,3055956562.69,10050227413.012644,20,Canada,2014,33.03
Startup_1880,Blockchain,6,877412069.41,4255051252.4137583,50,China,2010,169.94
Startup_1881,Blockchain,2,2874977823.59,9009669158.77372,22,France,2001,105.89
Startup_1882,EdTech,9,4816923279.34,9095223692.864902,38,USA,2011,97.53
Startup_1883,EdTech,3,4207713509.5,20643512054.895714,50,Canada,2005,157.98
Startup_1884,Blockchain,2,1124335028.58,3610315205.9444523,40,Singapore,2023,78.8
Startup_1885,Fintech,10,3353566978.84,15224451186.967457,21,Canada,2013,112.09
Startup_1886,Blockchain,6,1429128018.63,2223501307.7155256,28,France,2016,188.09
Startup_1887,Blockchain,1,4024992720.92,9120331784.636013,19,Brazil,2017,88.28
Startup_1888,EdTech,7,3713590692.93,10125899288.704485,14,Singapore,2004,172.16
Startup_1889,SaaS,4,2424426072.39,8331405067.352382,11,Germany,2010,157.68
Startup_1890,AI,8,710738944.12,3099824410.72239,15,Brazil,2002,94.18
Startup_1891,Fintech,4,4909976906.33,20062392787.66858,30,USA,2019,34.35
Startup_1892,AI,9,3733267344.32,18099080914.820946,24,UK,2014,72.27
Startup_1893,E-commerce,1,4404758585.75,15388433931.42257,20,India,2004,146.72
Startup_1894,SaaS,6,1194918599.42,2577534812.7993855,48,India,2023,159.56
Startup_1895,AI,6,1721467663.17,4930949453.406467,36,China,2009,128.93
Startup_1896,Biotech,4,4835741553.79,21988678839.529724,26,USA,2008,144.9
Startup_1897,AI,2,2127866252.82,9946272286.779158,13,China,2007,61.87
Startup_1898,EdTech,6,894277394.58,4434052945.872234,50,Singapore,2021,120.53
Startup_1899,E-commerce,1,1074037400.66,2055252763.2068958,22,Australia,2008,118.49
Startup_1900,Fintech,1,810484844.94,2958942806.6307125,41,Singapore,2022,33.01
Startup_1901,Blockchain,6,1473152027.38,5909329742.691328,14,Singapore,2018,127.59
Startup_1902,E-commerce,7,2048820764.56,9179533927.945599,20,Singapore,2012,44.98
Startup_1903,SaaS,2,3348947675.37,5248902038.331569,2,India,2022,68.33
Startup_1904,AI,3,1756755888.9,6169158165.957836,38,Canada,2021,61.07
Startup_1905,SaaS,6,2998377625.7,9697361877.060383,9,Canada,2004,131.39
Startup_1906,Fintech,3,2238792278.37,3504483436.3644376,12,France,2022,191.39
Startup_1907,E-commerce,1,4724841584.01,8602385007.829136,42,Germany,2012,166.01
Startup_1908,E-commerce,10,2027466733.22,7110259638.530979,42,Canada,2009,65.27
Startup_1909,Fintech,2,3577553732.59,5979444930.033235,18,France,2016,24.69
Startup_1910,Blockchain,4,4305559175.57,11614618282.84232,28,Singapore,2004,99.19
Startup_1911,EdTech,3,107260952.06,454577642.5101198,1,Singapore,2009,46.42
Startup_1912,SaaS,8,1110295207.39,4704804010.703433,13,Singapore,2007,9.24
Startup_1913,AI,7,933064852.57,4251376710.015699,45,Brazil,2006,119.9
Startup_1914,E-commerce,4,2687185589.57,10406598239.260748,43,Germany,2017,151.41
Startup_1915,E-commerce,4,4604223633.31,22911367830.88088,45,Brazil,2017,97.35
Startup_1916,Biotech,4,2174150777.62,3294194895.265682,26,USA,2007,198.04
Startup_1917,AI,1,1930338888.45,4507609873.051526,30,Canada,2004,49.4
Startup_1918,SaaS,2,3957398792.99,10387453596.587387,26,Singapore,2002,138.96
Startup_1919,E-commerce,5,561378941.4,1161082332.748975,13,China,2004,193.5
Startup_1920,EdTech,10,3176444270.58,6998199195.648162,21,Australia,2002,14.0
Startup_1921,AI,7,4333256138.49,13968734717.162947,30,China,2015,16.29
Startup_1922,Fintech,2,2895523376.6,11337656987.339746,8,Canada,2006,25.77
Startup_1923,SaaS,4,1699159710.17,6382739945.772666,47,India,2003,168.52
Startup_1924,Biotech,6,2214873395.15,8934050981.428701,40,India,2021,28.63
Startup_1925,EdTech,10,927156615.35,1741455178.0200028,8,France,2016,199.83
Startup_1926,Biotech,7,1227764776.92,2043527347.6813607,49,Brazil,2018,92.3
Startup_1927,AI,5,3232794283.65,8380092901.412671,17,India,2012,86.38
Startup_1928,Biotech,9,3531729768.33,7700695297.086821,35,Australia,2017,185.77
Startup_1929,Biotech,10,2944273661.66,12322691953.942945,4,India,2022,7.17
Startup_1930,Fintech,6,4664461993.8,10191827213.241615,47,USA,2007,96.6
Startup_1931,Biotech,6,4262133122.7,10636045408.258228,34,Canada,2002,20.08
Startup_1932,Biotech,2,4791310979.2,14182797470.137623,47,Canada,2019,21.74
Startup_1933,HealthTech,9,1709629211.78,3264980992.3262963,48,USA,2016,145.82
Startup_1934,Fintech,3,1409002404.95,4869774191.591526,33,Australia,2002,70.05
Startup_1935,Biotech,10,1556183149.39,2734319158.8970375,24,China,2005,28.27
Startup_1936,HealthTech,4,4124144189.36,15277724831.529816,48,UK,2011,35.7
Startup_1937,Biotech,10,1927538563.05,7814872873.28209,26,Canada,2012,117.56
Startup_1938,E-commerce,9,2411863910.48,10555231142.872332,9,India,2023,31.27
Startup_1939,AI,1,4416416292.66,8199847618.34328,42,Canada,2006,71.65
Startup_1940,Blockchain,2,4779511282.52,14351765759.893066,5,France,2009,149.68
Startup_1941,E-commerce,10,1177532802.41,3680236783.4947333,20,Germany,2002,32.33
Startup_1942,SaaS,4,2188997026.35,7332803255.482004,29,Brazil,2000,46.31
Startup_1943,SaaS,10,3883961369.49,8173549366.939786,35,USA,2011,6.92
Startup_1944,E-commerce,5,2690765421.66,11263183998.795893,50,Canada,2014,90.3
Startup_1945,E-commerce,1,241141989.21,647752331.4257333,33,France,2023,38.16
Startup_1946,Biotech,10,2323071394.98,7202708417.034903,28,France,2017,198.98
Startup_1947,Fintech,10,3853378421.62,7466761503.274433,42,France,2001,30.55
Startup_1948,Fintech,6,2428077220.75,11463235393.560734,33,UK,2022,197.59
Startup_1949,Blockchain,7,1342668454.81,2924895262.5698123,24,USA,2020,77.79
Startup_1950,HealthTech,9,543641076.75,2624438662.3014894,8,China,2001,67.2
Startup_1951,Biotech,1,3391662050.15,11315229224.013826,14,Australia,2003,125.41
Startup_1952,Blockchain,3,3027188266.72,14103489809.06138,46,USA,2003,190.94
Startup_1953,E-commerce,1,4975349725.69,20745631212.895443,8,Brazil,2014,28.08
Startup_1954,SaaS,1,919983400.4,1732013687.689881,17,Brazil,2013,160.91
Startup_1955,AI,4,1991902410.18,4810793104.018988,42,Singapore,2018,147.84
Startup_1956,E-commerce,1,1876414487.09,6342439506.098046,44,USA,2021,58.68
Startup_1957,E-commerce,3,3816622758.89,10922860861.3726,9,Canada,2013,151.16
Startup_1958,Blockchain,1,311631324.65,582509552.654038,31,Australia,2012,18.19
Startup_1959,E-commerce,5,1156540486.01,3767578172.546119,44,Canada,2012,49.43
Startup_1960,Blockchain,3,3050360028.64,14547017663.075829,44,Australia,2009,14.68
Startup_1961,Fintech,5,2210825258.5,8921403094.11907,26,India,2007,112.0
Startup_1962,Biotech,10,3662992328.52,18044170204.654823,14,USA,2003,150.62
Startup_1963,SaaS,2,2002477766.78,8074274694.551536,32,Germany,2009,125.37
Startup_1964,E-commerce,3,2192197064.63,10190039365.01921,38,USA,2003,163.46
Startup_1965,Blockchain,9,4430044145.56,7693298529.068394,39,Australia,2000,45.47
Startup_1966,AI,2,4443406440.89,21389148164.862995,29,Australia,2015,144.94
Startup_1967,HealthTech,1,1172559283.94,2863037656.0949264,50,UK,2001,144.23
Startup_1968,HealthTech,2,2551051024.34,10969989554.962225,18,France,2008,59.52
Startup_1969,Biotech,3,686953031.14,1252392661.4804375,25,India,2019,79.66
Startup_1970,EdTech,10,2811828916.7,9760538170.370275,42,France,2002,177.85
Startup_1971,HealthTech,2,2284732453.77,4770494918.918923,32,India,2021,199.67
Startup_1972,AI,10,4357578907.07,10209261825.697365,1,Australia,2022,69.97
Startup_1973,E-commerce,3,1326819737.56,4382344614.99905,3,Singapore,2017,157.2
